生产ID,西医病名,西医病名key,中医二级病名/症状锚点,阶段/状态轴,证型,证型证素,症状/入选条件,排除条件,方剂,方剂组成,加减,病理/证机概要,现代病理提示,trace_id,review_status
PROD_005308,鳞状细胞癌**,lin_zhuang_xi_bao_yan,鳞状细胞癌**,common_phase,痰湿互结,痰湿阻滞,皮肤肿块溃破；纳差；大便溏；舌质淡；脉滑或濡,胸胁胀痛；暗红色；皮损干涸；自觉疼痛剧烈；伴乏力消瘦,温胆汤...,[待补充],+胃纳不香：白术12g；+其他：山药12g；+其他：草豆蔻6g 薏苡仁20g 萆薢12g；+四肢困重：桂枝9g,痰湿阻滞,肿瘤性病变；现代诊断与分期优先,ORIG_ORAL_132-02-02,原始库直入；结构抽样复核
PROD_005309,鳞状细胞癌**,lin_zhuang_xi_bao_yan,鳞状细胞癌**,common_phase,肝肾亏损,肝肾亏虚,自觉疼痛剧烈；伴乏力消瘦；面色无华；舌质淡暗；脉细弱,胸胁胀痛；暗红色；皮损干涸；皮肤肿块溃破；纳差,人参养荣汤,[待补充],+腰腿疼痛无力：杜仲10g；+其他：龟板12g（先煎）,肝肾不足，精血亏虚，筋脉失养,肿瘤性病变；现代诊断与分期优先,ORIG_ORAL_132-02-03,原始库直入；结构抽样复核
PROD_005310,鳞状细胞癌**,lin_zhuang_xi_bao_yan,鳞状细胞癌**,common_phase,肝郁血瘀,瘀血阻络；瘀血阻滞；肝失疏泄,胸胁胀痛；暗红色；皮损干涸；舌质淡紫或有瘀点瘀斑；脉弦细涩,皮肤肿块溃破；纳差；大便溏；自觉疼痛剧烈；伴乏力消瘦,柴胡疏肝散...,[待补充],+肿块坚实：红花6g；+其他：莪术15g；+其他：三棱10g；+瘀毒结实：白花蛇舌草15g；+其他：紫草10g,瘀血阻络；瘀血阻滞；肝失疏泄,肿瘤性病变；现代诊断与分期优先,ORIG_ORAL_132-02-01,原始库直入；结构抽样复核
PROD_005311,鹅口疮,e_kou_chuang,鹅口疮,common_phase,心脾积热,[待补充],大便干结；面赤唇红；烦躁不宁；口腔舌面满布白屑；脉滑数或指纹紫滞,,清热泻脾散,生石膏15g（先煎）；炒栀子3g；黄连3g；黄芩6g；生地黄6g；茯苓9g；灯芯草3g；生甘草3g；连翘6g；其余药味:芦根9g淡竹叶3g,+大便干结：生大黄3g（后下）；+口干喜饮：石斛9g；+其他：玉竹6g；+其他：芦根15g 麦冬9g；+舌苔厚腻：藿香6g；+其他：佩兰6g；+其他：滑石15g（包煎）；+腹胀纳呆：焦山楂6g；+其他：麦芽9g；+其他：焦槟榔6g,[待补充],需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_016-01-01,原始库直入；结构抽样复核
PROD_005312,鹅口疮,chuang,鹅口疮,common_phase,心脾积热,热毒/疫毒/火毒,口腔；舌面满布白屑；周围掀红较甚；面赤唇红；烦躁不宁；吮乳啼哭；大便秘结；胎毒内蕴；或口腔不洁；感受秽毒；或久病余邪未清；内积心脾；郁而化热；熏 灼口舌；故见口腔白屑满布；状如鹅口；心脾热盛则面赤唇红；积热上扰心神则烦躁不宁；积热 下移则便秘尿赤,,清热泻脾散(《医宗金鉴》)加减,[待补充],"+常用药：栀子、石膏、黄连、黄芩、地黄、赤茯苓、灯心草。；+加减：大便秘结者,加大黄；+其他：舌苔厚腻者,加广藿香、佩兰、滑石；+其他：口干喜饮者,加石斛、 芦根、麦冬；+其他：腹胀纳呆者,加山楂、麦芽、槟榔。",热毒/疫毒/火毒,消化道动力、炎症、黏膜屏障或菌群相关,PEDS_SYN_4accc9653ee2,可进入候选库
PROD_005313,鹅口疮,chuang,鹅口疮,common_phase,虚火上浮,阴液亏虚/虚热内生,口腔舌面白屑散在；周围炊红不重；形体怯弱；面白颧红；手足心热；口干不渴；或 低热盗汗等；舌质红；少苔；指纹淡紫；脉细数无力；先天禀赋不足；或生后喂养调护不当；或久病体质虚弱；津液耗伤；阴虚阳亢；水不制火；虚火上浮；熏蒸口舌；故口舌白屑散在；炊红不甚；低热盗 汗；舌红少苔；脉细数均为虚火上浮之象,,知柏地黄丸(《医宗金鉴》)加减,[待补充],"+常用药：地黄、山茱萸、山药、茯苓、泽泻、牡丹皮、知母、黄柏。；+加减：口干欲饮者,加石斛、玉竹；+其他：低热者,加地骨皮、白薇；+其他：食欲不振者,加乌梅、木 瓜、麦芽；+其他：大便秘结者,加火麻仁；+其他：久病反复,虚火上炎者,少佐肉桂。",阴液亏虚/虚热内生,需结合M1诊断、严重度和红旗信号判断,PEDS_SYN_d0ce0582efc3,可进入候选库
PROD_005314,鹅口疮,e_kou_chuang,鹅口疮,remission_phase,虚火上炎,[待补充],口干不渴；大便干结；周围红晕不著；口舌白屑稀散；脉细数或指纹淡紫,,知柏地黄丸,熟地黄24g；知母6g；盐黄柏6g；生地黄9g；山药9g；山茱萸6g；茯苓9g；牡丹皮6g；泽泻6g；其余药味:牛膝6g玄参6g麦冬9g,+食欲不振：乌梅6g；+其他：焦三仙各6g；+其他：木瓜6g；+口干欲饮：石斛12g；+其他：玉竹9g；+低热：地骨皮9g；+其他：白薇6g；+便秘：火麻仁9g；+其他：决明子9g；+久病反复：肉桂；+其他：1.5-3g（后下）,[待补充],需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_016-02-01,原始库直入；结构抽样复核
PROD_005315,鹘眼凝睛,disease_e5797263,鹘眼凝睛,common_phase,气郁化火证,[待补充],眼珠进行性突出；不能转动；白睛赤肿；可伴有急躁易怒；口苦咽干；怕热多汗；心 悸失眠；舌红苔黄；脉弦数,,逍遥散,甘草（4.Sg）；当归（9g）；白术（9g）；柴胡（9g）,"+其他：丹栀逍遥散[18]加减。肝火郁结较重者,可加夏枯草、决明子人肝经而清泄郁火；+其他：若 胸闷胁痛,加香附、郁金以疏肝解郁；+其他：两手及舌伸出有震颤者,可加石决明、钩藤以平肝息风。",清肝泻火，解郁散结。,需结合M1诊断、严重度和红旗信号判断,EYE_SYN_0fcd3bc2,需人工审核
PROD_005316,鹘眼凝睛,disease_e5797263,鹘眼凝睛,common_phase,痰瘀互结证,瘀血阻滞,眼珠外突；运转受限；白睛暗红；视一为二；羞明流泪；胁肋胀满；胸闷不舒；舌质 暗红苔黄；脉弦,,逍遥散,甘草（4.Sg）；当归（9g）；白术（9g）；柴胡（9g）,"+其他：逍遥散[104 合清气化痰丸（115）加减。若热象不明显,可去黄芩,加郁金、川芎、桃仁 以行气活血化瘀,加生牡蛎、浙贝母、夏枯草、昆布以软坚化痰散结。",瘀血阻滞,需结合M1诊断、严重度和红旗信号判断,EYE_SYN_d4eb105d,需人工审核
PROD_005317,鹘眼凝睛,disease_e5797263,鹘眼凝睛,common_phase,阴虚阳亢证,阴液亏虚/虚热内生,眼珠微突；凝视不能转动；白睛淡红；可伴头晕耳鸣；怵惕不安；心烦不寐；消瘦多 汗；腰膝酸软；舌红少苔；脉细数,,平肝清火汤,[待补充],"+其他：平肝清火汤（3）加减。可加女贞子、麦冬增强养阴涵阳之力；+其他：心悸失眠较重者,加酸 枣仁、首乌藤以养心安神；+其他：双手震颤者可加珍珠母、鳖甲以滋阴平肝息风。",阴液亏虚/虚热内生,需结合M1诊断、严重度和红旗信号判断,EYE_SYN_1b656c11,需人工审核
PROD_005318,麻疹,zhen,麻疹,common_phase,逆证,瘀血阻络；瘀血阻滞；热毒/疫毒/火毒,壮热持续；烦躁；精神萎靡；咳嗽气喘；憋闷；鼻翼扇动；呼吸困难；喉间痰鸣；口 唇紫绀；面色青灰；不思进食；皮疹融合；稠密；紫暗或见瘀斑；乍出乍没；大便秘结；小便短 赤；舌质红绛；苔黄腻；脉滑数；指纹紫滞；此属麻疹过程中逆变重证之一；为合并肺炎喘嗽；邪毒闭肺；灼津炼液为痰；痰 热阻肺；肺气郁闭；则壮热持续；咳喘；痰鸣；鼻扇；气滞血瘀；心血不畅；则见口 唇紫绀；邪毒内攻；则见疹出不畅；邪毒炽盛；则见疹稠紫暗或见瘀斑；病情进一步加重；易见 心阳暴脱之危候；高热不退；咽喉肿痛或溃烂；吞咽不利；饮水呛咳；声音嘶哑；咳声重浊；声如犬 吠；咳嗽气促；喘憋；胸高胁陷；面唇紫绀；烦躁不安；稠 密；舌质红；指纹紫；本证为逆证中之危重证；热毒炽盛则身热不退；疹点稠密紫暗；热毒循经上攻咽 喉则咽喉肿痛；热盛灼津为痰；闭阻气道；则见咳如犬吠；甚则吸气困难；气滞血 瘀；则面唇紫绀；须防喉头梗阻；肺气闭塞之危证；神昏谵妄；四肢抽搐；紫暗或见 瘀斑；小便短赤；舌紫绛；苔黄燥起刺；脉弦数；达命关；本证为麻疹逆证中危重证之一；麻毒炽盛；内陷厥阴；故在麻疹疾病中出现高热 不退；脉象弦数等肝风内动及神志昏迷；烦躁谵妄等热闭心神证候；邪毒 炽盛；入营动…,,麻黄杏仁甘草石膏汤；羚角钩藤汤,麻黄（9g）；杏仁（9g）；甘草（6g）；石膏（18g）；羚角钩藤汤:羚角片先煎（4.5g）；桑叶（6g）；京川贝（12g）；鲜生地（15g）；钩藤（9g）；菊花（9g）；获神木（9g）；白芍（9g）；甘草（3g）；竹茹（15g）,"+常用药：麻黄、石膏、苦杏仁、甘草、黄芩、前胡、桔梗、芦根。 玄参、射干、甘草、桔梗、牛蒡子、瓜蒌、浙贝母、荆芥。 羚羊角、钩藤、桑叶、菊花、川贝母、地黄、白芍、甘草。；+加减：频咳痰多者,加浙贝母、天竺黄、竹沥；+其他：咳嗽喘促者,加葶苈子、紫苏子；+其他：皮疹稠 密,疹色紫暗,口唇发绀者,加丹参、紫草。 大便干结者,可加大黄、玄明粉。 痰涎壅盛者,加石菖蒲、胆南星、郁金、竹沥；+其他：腹胀便秘者,加大黄、玄明粉；+其他：如心 阳虚衰,皮疹骤没,面色青灰,汗出肢厥,脉细弱而数者,则用参附龙牡救逆汤加减。",瘀血阻络；瘀血阻滞；热毒/疫毒/火毒,感染/炎症反应；需结合严重度与红旗信号判断,PEDS_SYN_875a8d7079d7,可进入候选库
PROD_005319,麻疹,zhen,麻疹,common_phase,顺证,肺热壅盛；热毒/疫毒/火毒,发热；2~3日后在口腔两颊近臼齿黏膜处可见麻疹黏膜斑；为0.5～1mm的白色小 点；周围红晕；1~2日可累及整个颊黏膜；伴恶风；头身痛；鼻塞流涕；咳嗽；双目畏光；红 赤；泪水汪汪；咽红肿痛；精神不振；纳食减少；舌边尖红；苔薄黄；脉浮数；指纹淡紫；麻毒时邪由口鼻侵入；肺卫失宣；故见发热；麻毒上熏苗窍；则见目赤畏光；麻疹黏膜斑；麻疹黏膜斑是麻疹早期诊断的依据；如接种过麻疹减毒 活疫苗而发病者；其症状多较轻而不典型；病程亦较短；3～4日后于耳后；发际；颈项；头面；胸腹；四肢顺序出现红色斑丘疹；稠 密；紫红；伴壮热；烦躁；咳嗽加重；目赤多；纳差；口渴欲饮；大便秘结；小便 短赤；舌质红绛；苔黄腻；脉洪数；指纹紫；麻毒热邪在肺卫不解；热毒炽盛；邪蕴肺脾；正邪交争；毒泄肌肤；故见高热 不退；烦躁口渴；皮疹透发；始见于耳后；继而头面；颈部；四肢；最后手心；足底；鼻准部见疹即为麻疹透齐；肺热清肃失职；则咳嗽加剧；皮疹尿赤便秘；舌红苔黄；脉 洪数或指纹紫滞均为热毒炽盛之象；同时须注意观察各种逆证征象；早期发现；防止邪毒 内陷；出疹后3～4日；皮疹按出疹顺序开始消退；皮肤有糠麸样脱屑和色素沉着；发热减 退；神宁疲倦；纳食增加；口干少饮；咳嗽减轻；或声音嘶哑；大便干结；舌红少津；苔薄；脉 细数；临床见于麻疹顺证后期及非典型麻疹…,,银翘散,连翘（30g）；银花（30g）；桔梗（18g）；薄荷（18g）；竹叶（12g）；甘草（15g）；芬穗（12g）；淡豆鼓（15g）；牛劳子（18g）,"+常用药：金银花、连翘、前胡、牛蒡子、防风、荆芥、薄荷、桔梗、升麻、葛根、浮萍、 甘草。 金银花、连翘、桑叶、菊花、西河柳、葛根、蝉蜕、牛蒡子、升麻、紫草。 南沙参、麦冬、天花粉、玉竹、桑叶、白扁豆、甘草。；+加减：恶寒无汗,鼻流清涕者,加麻黄、紫苏叶；+其他：发热烦躁,咽红口干者,加蝉蜕；+其他：咳嗽痰 多者,加苦杏仁、浙贝母。麻疹欲透未出者,可加浮萍煎水外洗。 壮热不退,烦躁不安者,加石膏、知母；+其他：皮疹稠密,疹点红赤,紫暗成片者,加牡丹 皮、赤芍、丹参；+其他：咳嗽气粗,喉间痰鸣者,加桑白皮、苦杏仁、浙贝母；+其他：壮热不退,四肢抽搐 者,加羚羊角、钩藤；+其他：身热不起,皮疹未透,或疹稀色淡者,加黄芪、太子参。 潮热盗汗,手足心热者,加地骨皮、银柴胡；+其他：神倦自汗,纳谷不香者,加谷芽、麦 芽、鸡内金；+其他：大便干结者,加瓜蒌子、火麻仁。",肺热壅盛；热毒/疫毒/火毒,气道黏膜炎症、分泌物增多或感染后气道敏感相关,PEDS_SYN_6621f5ef7902,可进入候选库
PROD_005320,黄疸,huang_dan,黄疸,common_phase,一般表证,[待补充],,神昏抽搐；传染病公共卫生；肿瘤/癌；外伤/破损,代表方,[待补充],"+其他：甘露消毒丹合麻黄连翘赤小豆汤。 一般表证轻者 ,麻黄、 薄荷用量宜轻 ,取其微汗之意；+其他：白睛黄甚者 ,茵陈用量宜大 ,可用至15～30g；+其他：热重者,酌加金银花、山栀子。",[待补充],需结合M1诊断、严重度和红旗信号判断,ZXNK_fx_00760,需人工审核
PROD_005321,黄疸,huang_dan,黄疸,common_phase,一般表证,[待补充],,神昏抽搐；传染病公共卫生；肿瘤/癌；外伤/破损,甘露消毒丹合麻黄连翘赤小豆汤,[待补充],"+其他：甘露消毒丹合麻黄连翘赤小豆汤。 一般表证轻者 ,麻黄、 薄荷用量宜轻 ,取其微汗之意；+其他：白睛黄甚者 ,茵陈用量宜大 ,可用至15～30g；+其他：热重者,酌加金银花、山栀子。",[待补充],需结合M1诊断、严重度和红旗信号判断,ZXNK_fx_00761,需人工审核
PROD_005322,黄疸,huang_dan,黄疸,common_phase,[待标注],[待补充],,神昏抽搐；传染病公共卫生；肿瘤/癌；外伤/破损,大柴胡汤,[待补充],"+其他：大柴胡汤加减。 胁痛甚 ,加郁金、 枳壳、 木香；+其他：黄疸明显,加茵陈、金钱草、田基黄；+其他：大便秘结,加大黄、芒硝。",[待补充],需结合M1诊断、严重度和红旗信号判断,ZXNK_fx_00767,需人工审核
PROD_005323,黄疸,huang_dan,黄疸,common_phase,[待标注],[待补充],,神昏抽搐；传染病公共卫生；肿瘤/癌；外伤/破损,茵陈四苓散,[待补充],"+其他：茵陈四苓散加减。 胸脘痞满 ,加木香、 枳实、 厚朴；+其他：恶心呕吐 ,加生姜、 制半夏、 砂仁；+其他：发热、 口渴 ,加黄芩、 葛根、 连翘。",[待补充],需结合M1诊断、严重度和红旗信号判断,ZXNK_fx_00763,需人工审核
PROD_005324,黄疸,huang_dan,黄疸,common_phase,[待标注],[待补充],,神昏抽搐；传染病公共卫生；肿瘤/癌；外伤/破损,茵陈蒿汤,[待补充],"+其他：茵陈蒿汤加味。 壮热口渴 ,加大青叶、 黄连、 黄柏；+其他：腹胀、便秘,加枳实、厚朴。",[待补充],需结合M1诊断、严重度和红旗信号判断,ZXNK_fx_00765,需人工审核
PROD_005325,黄疸,huang_dan,黄疸,common_phase,[待标注],[待补充],3.梗阻性黄疸 肝肿大较常见；胆囊肿大常见；肝功能改变较轻；有原发病的症状；体征；如胆绞痛；Murphy征阳性；腹内肿块；化验检查如血清碱性磷酸酶和胆固醇显著上升；X线及超声检查发现胆石症；肝内外胆管扩张等；4.钩端螺旋体病 有疫水接触史；急起发热；有结膜充血；腓肠肌压痛；淋巴结肿大等症状；白细胞总数增多；血清学及病原体检查可资鉴别；5.肝癌 常有肝区疼痛；肝脏呈进行性增大；质硬；甲胎蛋白增高；B超及CT有诊断价值；肝脏呈进,神昏抽搐；传染病公共卫生；肿瘤/癌；外伤/破损,代表方；甘露消毒丹合麻黄连翘赤小豆汤；茵陈四苓散；茵陈蒿汤；大柴胡汤；犀角散；配服紫雪丹或安宫牛黄丸；温中散；茵陈术附汤；黄芪建中汤,[待补充],,【病因病机】 黄疸的发生 ， 因外感湿热、 疫毒 ， 内伤酒食 ，或脾虚湿困 ，血瘀气滞等所致。 1.外感时邪疫毒 时邪疫毒 ，蕴结中焦 ，脾胃运化失常 ，湿热交蒸于肝胆 ，致使肝失疏泄 ，胆液不循常道 ，浸淫肌肤 ， 下注膀胱 ，使面 、 目 、 小便俱黄。 正如《河间六书》所说： “ 以湿热相搏而发体黄也 。”若疫毒重者，其病势暴急凶险，具有传染性，表现为热毒炽盛，伤及营血，损及肝肾，陷入心包，蒙蔽神明的严重病证，称为急黄。；总之 ， 黄疸的病位在肝 、 胆 、 脾 、 胃 ， 基本病机是脾胃运化失健 ，肝胆疏泄不利 ，胆汁不循常道 ，或溢于肌肤 ，,消化道动力、炎症、黏膜屏障或菌群相关,ZXNK_disease_0106,需人工审核
PROD_005326,黄疸(Jaundice),huang_dan_jaundice,黄疸(Jaundice),common_phase,寒湿阻遏,寒湿阻滞,神疲畏寒；脘腹痞胀；大便不实；舌淡苔腻；脉濡缓或沉迟,腹胀或大便漕垢；身目俱黄；黄色不及前者鲜明；阵发性钻顶样胁痛；寒热错杂（上热下寒）,茵陈术附汤,茵陈15g；制附片9g；干姜9g；白术9g；炙甘草6g,"+湿邪较重而便溏明显者：车前子15g；+其他：茯苓15g；+其他：泽泻12g 猪苓9g；+脘腹胀满,胸闷,呕恶显著：苍术12g；+其他：厚朴6g；+其他：清半夏12g 陈皮9g；+胁腹疼痛作胀,肝脾同病者：柴胡6g；+其他：香附6g；+其他：川楝子10g 延胡索10g；+湿浊不清,气滞血结,胁下结痛,腹部胀满,肤色苍黄或黧黑：硝石矾石散；+硝石矾石散：硝石枯矾；+其他：等分成散 大麦粥汁和服 每服6-9g",寒湿阻滞,消化道动力、炎症、黏膜屏障或菌群相关,ORIG_ORAL_508-02-03,原始库直入；结构抽样复核
PROD_005327,黄疸(Jaundice),huang_dan_jaundice,黄疸(Jaundice),common_phase,气滞血瘀,瘀血阻络；瘀血阻滞,胁下结块；隐痛刺痛不适；胸胁胀闷；舌有紫斑或紫点；脉涩,腹胀或大便漕垢；身目俱黄；黄色不及前者鲜明；阵发性钻顶样胁痛；寒热错杂（上热下寒）,逍遥散合鳖甲煎丸,柴胡6g；枳壳10g；香附6g；当归15g；赤芍15g；丹参12g；桃仁9g；莪术12g；白芍3g；白术3g,,瘀血阻络；瘀血阻滞,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_508-02-07,原始库直入；结构抽样复核
PROD_005328,黄疸(Jaundice),huang_dan_jaundice,黄疸(Jaundice),common_phase,湿热留恋,湿热蕴结,胁肋隐痛；脘痞腹胀；口中干苦；苔腻；脉濡数,腹胀或大便漕垢；身目俱黄；黄色不及前者鲜明；阵发性钻顶样胁痛；寒热错杂（上热下寒）,茵陈四苓散,茵陈15g；黄芩10g；黄柏9g；茯苓15g；猪苓10g；泽泻12g；白术12g；苏梗9g；陈皮6g,+热较盛：黄芩10g；+其他：黄柏10g；+湿邪较重：萆薢10g；+其他：车前草12g,湿热蕴结,消化道动力、炎症、黏膜屏障或菌群相关,ORIG_ORAL_508-02-05,原始库直入；结构抽样复核
PROD_005329,黄疸(Jaundice),huang_dan_jaundice,黄疸(Jaundice),common_phase,湿重于热,[待补充],腹胀或大便漕垢；身目俱黄；黄色不及前者鲜明；舌苔厚腻微黄；脉濡数或濡缓,阵发性钻顶样胁痛；寒热错杂（上热下寒）；蛔虫阻滞胆道而见黄疸；神疲畏寒；脘腹痞胀,茵陈五苓散合甘露消毒丹,藿香12g；白蔻仁12g；陈皮9g；茵陈15g；车前子12g；茯苓15g；薏苡仁20g；黄芩10g；连翘10g,"+湿阻气机,胸腹痞胀,呕恶纳差：苍术12g；+其他：厚朴6g；+其他：清半夏12g；+食欲明显较差者：炒谷芽10g；+其他：生炒麦芽12g；+邪郁肌表,寒热头痛：麻黄9g；+其他：连翘10g；+其他：杏仁10g 赤小豆30g 大枣10g 生姜10g 甘草6g 桑白皮9g 连轺2两",[待补充],消化道动力、炎症、黏膜屏障或菌群相关,ORIG_ORAL_508-02-01,原始库直入；结构抽样复核
PROD_005330,黄疸(Jaundice),huang_dan_jaundice,黄疸(Jaundice),acute_phase,热重于湿,[待补充],发热口渴；口干而苦；腹部胀闷；舌苔黄腻；脉弦数,上腹右胁胀闷疼痛；身热不退；或寒热往来；高热口渴；胁痛腹满,茵陈蒿汤,茵陈蒿12g；栀子12g；生大黄6g；赤芍12g；虎杖9g；黄柏6g；垂盆草15g；滑石20g；生甘草6g,"+胁痛较甚：柴胡6g；+其他：郁金10g；+其他：白芍12g 延胡索10g；+热毒内盛,心烦懊依：黄连6g；+其他：龙胆草6g；+恶心 呕吐：橘皮6g；+其他：竹茹10g；+其他：连翘10g 清半夏10g；+湿热炽盛,由气入血,瘀热发黄者：水牛角30g；+其他：生地黄12g；+其他：丹皮10g 茜草10g",[待补充],消化道动力、炎症、黏膜屏障或菌群相关,ORIG_ORAL_508-01-01,原始库直入；结构抽样复核
PROD_005331,黄疸(Jaundice),huang_dan_jaundice,黄疸(Jaundice),acute_phase,疫毒炽盛,热毒/疫毒/火毒,高热口渴；胁痛腹满；黄疸迅速加深；舌质红绛；脉弦滑或数,发热口渴；口干而苦；腹部胀闷；上腹右胁胀闷疼痛；身热不退,犀角地黄汤,水牛角30g；黄连6g；栀子9g；板蓝根10g；生地黄15g；赤芍10g；丹皮10g；茵陈12g；土茯苓15g,"+神昏谵语：配服【安宫牛黄丸】或【至宝丹】；+其他：联网；+其他：郁金 黄连 栀子 黄芩 冰片 珍珠 玳瑁 琥珀；+动风抽搐者：钩藤10g；+其他：石决明20g；+衄血便血肌肤瘀斑重者：地榆炭10g；+其他：侧柏叶炭10g；+其他：紫草6g 茜根炭10g；+腹大有水,小便短少不利：马鞭草15g；+其他：木通10g；+其他：白茅根15g 车前草10g 大腹皮10g 猪苓10g 泽泻10g 并另吞琥珀粉1.5g 蟋蟀粉3g 沉香粉3g；+大便不通,腹满烦痛者,乃热毒炽盛所致：大黄6g；+其他：芒硝6g（分冲）；+其他：枳实10g 木香6g 槟榔10g",热毒/疫毒/火毒,消化道动力、炎症、黏膜屏障或菌群相关,ORIG_ORAL_508-01-03,原始库直入；结构抽样复核
PROD_005332,黄疸(Jaundice),huang_dan_jaundice,黄疸(Jaundice),common_phase,肝脾不调,[待补充],胁肋隐痛不适；脘腹痞闷；肢倦乏力；舌苔薄白；脉细弦,腹胀或大便漕垢；身目俱黄；黄色不及前者鲜明；阵发性钻顶样胁痛；寒热错杂（上热下寒）,柴胡疏肝散合归芍六君子汤,当归10g；白芍10g；柴胡6g；枳壳10g；香附6g；郁金10g；党参12g；白术10g；茯苓15g；其余药味:山药15g陈皮6g,+脾虚胃弱明显者：姜半夏9g；+其他：砂仁6g；+其他：木香9g 生姜6g 炙甘草6g,[待补充],消化道动力、炎症、黏膜屏障或菌群相关,ORIG_ORAL_508-02-06,原始库直入；结构抽样复核
PROD_005333,黄疸(Jaundice),huang_dan_jaundice,黄疸(Jaundice),acute_phase,胆腑郁热,[待补充],上腹右胁胀闷疼痛；身热不退；或寒热往来；苔黄舌红；脉弦滑数,发热口渴；口干而苦；腹部胀闷；高热口渴；胁痛腹满,大柴胡汤,柴胡12g；黄芩10g；清半夏10g；生大黄6g；枳实10g；郁金10g；佛手10g；茵陈15g；栀子10g；其余药味:白芍12g生甘草6g,+砂石阻滞：金钱草20g；+其他：海金沙20g；+其他：鸡内金10g 郁金10g 玄明粉10g；+恶心呕逆明显：厚朴6g；+其他：竹茹10g；+其他：陈皮6g；+发热甚者：金银花12g,[待补充],消化道动力、炎症、黏膜屏障或菌群相关,ORIG_ORAL_508-01-02,原始库直入；结构抽样复核
PROD_005334,黄疸(Jaundice),huang_dan_jaundice,黄疸(Jaundice),common_phase,脾虚湿滞,脾失健运,肢软乏力；心悸气短；大便溏薄；舌质淡；脉濡细,腹胀或大便漕垢；身目俱黄；黄色不及前者鲜明；阵发性钻顶样胁痛；寒热错杂（上热下寒）,黄芪建中汤,黄芪20g；桂枝9g；生姜6g；白术10g；当归10g；白芍10g；甘草6g；大枣10g；茵陈12g；茯苓15g,"+气虚乏力明显者：党参10g；+心悸不宁,脉细而弱者：熟地20g；+其他：丹参10g；+其他：酸枣仁6g",脾失健运,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_508-02-04,原始库直入；结构抽样复核
PROD_005335,黄疸(Jaundice),huang_dan_jaundice,黄疸(Jaundice),common_phase,蛔厥,[待补充],阵发性钻顶样胁痛；寒热错杂（上热下寒）；蛔虫阻滞胆道而见黄疸；舌淡红苔黄腻；脉弦滑或弦细,腹胀或大便漕垢；身目俱黄；黄色不及前者鲜明；神疲畏寒；脘腹痞胀,乌梅丸,乌梅12g；细辛3g；川椒9g；黄连6g；黄柏9g；干姜9g；制附片9g；桂枝9g；当归12g；其余药味:人参10g茵陈12g栀子9g,,[待补充],需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_508-02-02,原始库直入；结构抽样复核
PROD_005336,黄褐斑**,huang_he_ban,黄褐斑**,chronic_phase,气滞血瘀,瘀血阻络；瘀血阻滞,或痛经；斑色灰褐或黑褐；或月经色暗有血块；舌质暗红有瘀斑；脉涩,,桃红四物汤化裁,白芍5g；当归12g；生地黄15g；赤芍12g；川芎9g；桃仁9g（打碎）,"+顽固便秘：生大黄6g（后下）；+痛经：香附9g；+其他：乌药12g；+其他：益母草15g；+痰瘀互结,斑块肥厚,或有结节：浙贝母9g；+其他：夏枯草12g；+夜间口渴：南沙参9g；+病程长：僵蚕6g；+其他：白芷9g",瘀血阻络；瘀血阻滞,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_070-02-01,原始库直入；结构抽样复核
PROD_005337,黄褐斑**,huang_he_ban,黄褐斑**,common_phase,肝肾不足,[待补充],五心烦热；面色晦暗；腰膝酸软；舌质红；脉细,口苦咽干；烦躁不安；胸胁胀满；斑色灰褐；状如尘土附着,六味地黄丸加味,熟地黄24g；山药12g；山茱萸12g；茯苓9g；牡丹皮9g；泽泻9g,"+阴虚火旺：知母12g；+其他：黄柏9g；+失眠多梦：生牡蛎12g；+其他：生龙骨20g；+其他：珍珠母20g；+头晕耳鸣,视物昏花：枸杞子12g；+其他：菊花9g；+褐斑日久色深：丹参9g；+其他：白僵蚕9g；+其他：炮甲3g（或猪蹄甲20g先煎）",[待补充],需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_070-01-02,原始库直入；结构抽样复核
PROD_005338,黄褐斑**,huang_he_ban,黄褐斑**,common_phase,肝郁气滞,肝失疏泄,口苦咽干；烦躁不安；胸胁胀满；舌质红；脉弦细,五心烦热；面色晦暗；腰膝酸软；斑色灰褐；状如尘土附着,逍遥散加味,柴胡9g；当归12g；炒白芍12g；炒白术12g；茯苓15g；生姜9g；薄荷6g,"+口苦咽干大便秘结：牡丹皮9g；+其他：栀子9g；+其他：草决明9g；+月经不调：女贞子15g；+其他：醋香附9g；+斑色深褐而面色晦暗：桃仁9g（打碎）；+其他：红花6g；+其他：益母草15g；+乳房胀痛,或有结节：王不留行9g；+其他：路路通9g；+ 气虚乏力,懒言少气：党参15g；+其他：黄芪15g；+胸胁胀满：川楝子9g",肝失疏泄,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_070-01-01,原始库直入；结构抽样复核
